1,democrat,n,n,n,n,n,n,y,y,y,y,n,y,y,y,y,y
2,democrat,n,n,n,n,n,y,n,y,y,n,y,y,y,y,y,n
3,democrat,n,n,n,n,n,y,y,y,y,n,y,n,n,y,y,y
4,democrat,n,n,n,n,y,y,n,n,n,y,y,y,y,y,n,y
5,democrat,n,n,n,n,y,y,y,n,n,n,n,y,y,y,n,y
6,democrat,n,n,n,y,y,y,n,n,n,n,y,y,y,y,n,n
7,democrat,n,n,y,n,n,n,y,y,y,n,n,n,n,n,y,y
8,democrat,n,n,y,n,n,n,y,y,y,n,n,n,n,n,y,y
9,democrat,n,n,y,n,n,n,y,y,y,n,n,n,n,n,y,y
10,democrat,n,n,y,n,n,n,y,y,y,n,n,n,n,y,y,y
11,democrat,n,n,y,n,n,n,y,y,y,n,y,n,n,n,y,y
12,democrat,n,n,y,n,n,n,y,y,y,n,y,n,n,n,y,y
13,democrat,n,n,y,n,n,n,y,y,y,y,n,n,n,n,n,y
14,democrat,n,n,y,n,n,n,y,y,y,y,n,n,n,n,y,y
15,democrat,n,n,y,n,n,n,y,y,y,y,n,n,n,y,n,y
16,democrat,n,n,y,n,n,n,y,y,y,y,n,n,y,n,y,y
17,democrat,n,n,y,n,n,n,y,y,y,y,y,n,n,n,y,y
18,democrat,n,n,y,n,n,n,y,y,y,y,y,n,n,n,y,y
19,democrat,n,n,y,n,n,n,y,y,y,y,y,n,n,n,y,y
20,democrat,n,n,y,n,n,y,n,y,y,y,n,n,n,y,n,y
21,democrat,n,n,y,n,n,y,y,y,y,n,n,n,n,n,y,y
22,democrat,n,n,y,n,n,y,y,y,y,n,y,n,n,n,y,y
23,democrat,n,n,y,n,n,y,y,y,y,n,y,n,n,y,y,y
24,democrat,n,n,y,n,n,y,y,y,y,y,n,n,n,y,n,y
25,democrat,n,n,y,n,n,y,y,y,y,y,n,n,y,n,n,y
26,democrat,n,n,y,n,n,y,y,y,y,y,n,y,n,n,n,y
27,democrat,n,n,y,n,n,y,y,y,y,y,y,n,n,n,y,y
28,democrat,n,n,y,n,n,y,y,y,y,y,y,n,y,y,n,y
29,democrat,n,n,y,n,y,y,n,n,n,y,y,y,y,y,n,y
30,democrat,n,y,n,n,n,n,y,y,y,y,y,n,n,n,y,y
31,democrat,n,y,n,n,n,y,y,n,y,n,y,n,n,n,y,y
32,democrat,n,y,n,n,y,y,n,n,n,n,n,y,y,y,y,y
33,democrat,n,y,n,n,y,y,n,n,n,y,y,n,y,y,n,n
34,democrat,n,y,n,y,y,y,n,n,n,n,y,y,n,y,n,n
35,democrat,n,y,y,n,n,n,n,y,y,n,y,n,n,y,y,y
36,democrat,n,y,y,n,n,n,n,y,y,y,y,n,n,n,y,y
37,democrat,n,y,y,n,n,n,y,y,y,y,n,n,n,n,y,y
38,democrat,n,y,y,n,n,n,y,y,y,y,y,n,n,n,y,y
39,democrat,n,y,y,n,n,y,n,y,y,n,y,n,y,n,y,y
40,democrat,n,y,y,n,n,y,n,y,y,y,n,n,y,y,n,y
41,democrat,n,y,y,n,n,y,n,y,y,y,y,n,y,n,y,y
42,democrat,n,y,y,n,n,y,y,y,n,y,n,n,n,n,y,y
43,democrat,n,y,y,n,n,y,y,y,y,n,y,n,n,y,y,y
44,democrat,n,y,y,n,n,y,y,y,y,y,n,n,y,y,y,y
45,democrat,n,y,y,n,y,y,n,n,n,n,n,n,y,y,y,y
46,democrat,n,y,y,n,y,y,n,y,n,n,n,n,n,n,n,y
47,democrat,n,y,y,n,y,y,y,n,n,n,y,y,y,y,n,y
48,democrat,n,y,y,n,y,y,y,n,y,y,y,n,y,y,n,y
49,democrat,n,y,y,n,y,y,y,y,n,n,y,n,y,n,y,y
50,democrat,n,y,y,y,y,y,n,n,n,y,y,n,y,y,n,n
51,democrat,n,y,y,y,y,y,n,y,y,y,y,y,y,y,n,y
